Accn	Pfam	Pfam_desc	CDD	CDD_desc	InterPro	InterPro_desc	GO	KEGG	EC	TIGRFAM	TIGRFAM_desc	HAMAP	HAMAP_desc	CAZy
NODE_226_length_6457_cov_1.74812_3776_6382_-	PF00327;PF01280;PF03719;PF14204;PF17144;PF00333;PF00828	Ribosomal protein L30p/L7e;Ribosomal protein L19e;Ribosomal protein S5, C-terminal domain;Ribosomal L18 C-terminal region;Ribosomal large subunit proteins 60S L5, and 50S L18;Ribosomal protein S5, N-terminal domain;Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A			IPR005711;IPR005997;IPR016082;IPR013810;IPR021131;IPR000196;IPR005324;IPR025607;IPR005485;IPR030878	Ribosomal protein S5, eukaryotic/archaeal;Ribosomal protein L30, archaeal;Ribosomal protein L30, ferredoxin-like fold domain;Ribosomal protein S5, N-terminal;Ribosomal protein L18e/L15P;Ribosomal protein L19/L19e;Ribosomal protein S5, C-terminal;Ribosomal protein L5 eukaryotic/L18 archaeal, C-terminal;Ribosomal protein L5 eukaryotic/L18 archaeal;Ribosomal protein L15	GO:0003735;GO:0008097;GO:0005840;GO:0015934;GO:0003723;GO:0006412;GO:0015935			TIGR01020;TIGR01309	uS5_euk_arch: ribosomal protein uS5;uL30_arch: ribosomal protein uL30	MF_01307_A;MF_01371_A;MF_01337_A;MF_01341	30S ribosomal protein S5 [rpsE].;50S ribosomal protein L30 [rpmD].;50S ribosomal protein L18 [rplR].;50S ribosomal protein L15 [rplO].	
NODE_227_length_6391_cov_2.26085_1064_1440_+	PF00832;PF01198	Ribosomal L39 protein;Ribosomal protein L31e			IPR000054;IPR000077	Ribosomal protein L31e;Ribosomal protein L39e	GO:0003735;GO:0005840;GO:0006412					MF_00410	50S ribosomal protein L31e [rpl31e].	
NODE_227_length_6391_cov_2.26085_1455_2123_+	PF01912	eIF-6 family			IPR002769	Translation initiation factor IF6	GO:0042256;GO:0043022			TIGR00323	eIF-6: putative translation initiation factor eIF-6	MF_00032	Translation initiation factor 6 [eif6].	
NODE_227_length_6391_cov_2.26085_2165_2786_+	PF01775;PF02996	Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A;Prefoldin subunit			IPR011599;IPR023573;IPR004127	Prefoldin alpha subunit, archaea-type;Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A;Prefoldin alpha-like	GO:0006457;GO:0003735;GO:0005840;GO:0006412;GO:0016272;GO:0051082			TIGR00293	TIGR00293: prefoldin, alpha subunit	MF_00308	Prefoldin subunit alpha [pfdA].	
NODE_227_length_6391_cov_2.26085_2787_3863_+	PF00448;PF02881	SRP54-type protein, GTPase domain;SRP54-type protein, helical bundle domain			IPR004390;IPR000897;IPR013822	Signal-recognition particle receptor FtsY;Signal recognition particle, SRP54 subunit, GTPase domain;Signal recognition particle SRP54, helical bundle	GO:0006614;GO:0005525			TIGR00064	ftsY: signal recognition particle-docking protein FtsY	MF_00920	Signal recognition particle receptor FtsY [ftsY].	
NODE_227_length_6391_cov_2.26085_3952_5226_+	PF00072;PF13185	Response regulator receiver domain;GAF domain			IPR001789;IPR003018	Signal transduction response regulator, receiver domain;GAF domain	GO:0000160;GO:0005515							
NODE_227_length_6391_cov_2.26085_5646_6186_+	PF00692	dUTPase			IPR029054	dUTPase-like								
NODE_227_length_6391_cov_2.26085_81_416_+	PF01984	Double-stranded DNA-binding domain			IPR022889;IPR002836	DNA-binding protein, archaeal;PDCD5-like	GO:0003677					MF_00026	DNA-binding protein <locus_tag>.	
NODE_2282_length_152_cov_13704.2_1_152_+	PF08708	Primase C terminal 1 (PriCT-1)			IPR014820	Primase, C-terminal 1								
NODE_228_length_6345_cov_27.0155_1_490_-	PF01797	Transposase IS200 like			IPR002686	Transposase IS200-like	GO:0003677;GO:0004803;GO:0006313							
NODE_228_length_6345_cov_27.0155_978_5573_+	PF01555;PF04851	DNA methylase;Type III restriction enzyme, res subunit			IPR002941;IPR006935	DNA methylase N-4/N-6;Helicase/UvrB, N-terminal	GO:0003677;GO:0005524;GO:0016787;GO:0006306;GO:0008170							
NODE_2297_length_148_cov_35.0704_1_148_-	PF01925	Sulfite exporter TauE/SafE			IPR002781	Transmembrane protein TauE-like	GO:0016021							
NODE_229_length_6339_cov_137.25_1_2444_+	PF12671	Putative amidase domain			IPR024301	Putative amidase domain								
NODE_22_length_130913_cov_1320.32_100371_103652_-	PF00575;PF01966;PF13476	S1 RNA binding domain;HD domain;AAA domain			IPR003029;IPR006675;IPR006674;IPR038729	S1 domain;HDIG domain;HD domain;Rad50/SbcC-type AAA domain	GO:0003676			TIGR00277	HDIG: HDIG domain			
NODE_22_length_130913_cov_1320.32_103752_105549_-	PF01936	NYN domain			IPR021139	NYN domain, limkain-b1-type								
NODE_22_length_130913_cov_1320.32_105644_106792_+	PF07907	YibE/F-like protein			IPR012507	YibE/F-like								
NODE_22_length_130913_cov_1320.32_106899_110730_-	PF00497;PF01966;PF03372;PF00842;PF01168	Bacterial extracellular solute-binding proteins, family 3;HD domain;Endonuclease/Exonuclease/phosphatase family;Alanine racemase, C-terminal domain;Alanine racemase, N-terminal domain			IPR000821;IPR001608;IPR006674;IPR005135;IPR004808;IPR001638;IPR011079	Alanine racemase;Alanine racemase, N-terminal;HD domain;Endonuclease/exonuclease/phosphatase;AP endonuclease 1;Solute-binding protein  family 3/N-terminal domain of MltF;Alanine racemase, C-terminal	GO:0006522;GO:0006281;GO:0008784;GO:0004518	ko00473	5.1.1.1	TIGR00195;TIGR00492;TIGR00633	exoDNase_III: exodeoxyribonuclease III;alr: alanine racemase;xth: exodeoxyribonuclease III (xth)	MF_01201	Alanine racemase.	
NODE_22_length_130913_cov_1320.32_110761_111207_+	PF00692	dUTPase			IPR029054;IPR008181	dUTPase-like;Deoxyuridine triphosphate nucleotidohydrolase	GO:0046081;GO:0006226;GO:0000287;GO:0004170	ko00240;ko00983	3.6.1.23	TIGR00576	dut: dUTP diphosphatase			
NODE_22_length_130913_cov_1320.32_111209_112757_-	PF01288;PF08245	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK);Mur ligase middle domain			IPR000550;IPR013221	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK;Mur ligase, central	GO:0003848;GO:0009058;GO:0009396;GO:0005524	ko00790	2.7.6.3	TIGR01498	folK: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase			
NODE_22_length_130913_cov_1320.32_112763_113953_-	PF00809	Pterin binding enzyme			IPR000489;IPR006390	Pterin-binding domain;Dihydropteroate synthase	GO:0042558;GO:0004156;GO:0009396	ko00790	2.5.1.15	TIGR01496	DHPS: dihydropteroate synthase			
NODE_22_length_130913_cov_1320.32_113995_115600_+	PF00708	Acylphosphatase			IPR001792	Acylphosphatase-like domain		ko00620;ko00627	3.6.1.7					
NODE_22_length_130913_cov_1320.32_115619_117112_+	PF00015;PF13682	Methyl-accepting chemotaxis protein (MCP) signalling domain;Chemoreceptor zinc-binding domain			IPR004089;IPR025991	Methyl-accepting chemotaxis protein (MCP) signalling domain;Chemoreceptor zinc-binding domain	GO:0007165;GO:0016020							
NODE_22_length_130913_cov_1320.32_117127_118285_+	PF04542;PF04545	Sigma-70 region 2;Sigma-70, region 4			IPR007627;IPR007630;IPR014284	RNA polymerase sigma-70 region 2;RNA polymerase sigma-70 region 4;RNA polymerase sigma-70 like domain	GO:0003700;GO:0006352;GO:0006355			TIGR02937	sigma70-ECF: RNA polymerase sigma factor, sigma-70 family			
NODE_22_length_130913_cov_1320.32_118414_119847_+	PF04055;PF13186;PF13394	Radical SAM superfamily;Iron-sulfur cluster-binding domain;4Fe-4S single cluster domain			IPR007197;IPR023885	Radical SAM;4Fe4S-binding SPASM domain	GO:0003824;GO:0051536							
NODE_22_length_130913_cov_1320.32_120008_122207_+	PF07992;PF10418;PF14691	Pyridine nucleotide-disulphide oxidoreductase;Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B;Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster			IPR023753;IPR006004;IPR019480;IPR028261	FAD/NAD(P)-binding domain;Glutamate synthase (NADPH), homotetrameric;Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulphur cluster binding domain;Dihydroprymidine dehydrogenase domain II	GO:0016491;GO:0055114	ko00195	1.18.1.2	TIGR01316	gltA: glutamate synthase (NADPH), homotetrameric			
NODE_22_length_130913_cov_1320.32_12044_16258_-	PF00005;PF00664;PF01047	ABC transporter;ABC transporter transmembrane region;MarR family			IPR003439;IPR011527;IPR000835	ABC transporter-like;ABC transporter type 1, transmembrane domain;MarR-type HTH domain	GO:0005524;GO:0016021;GO:0042626;GO:0003700;GO:0006355;GO:0016887;GO:0055085							
NODE_22_length_130913_cov_1320.32_122235_123838_-	PF00923;PF04029	Transaldolase/Fructose-6-phosphate aldolase;2-phosphosulpholactate phosphatase			IPR022999;IPR004731;IPR001585;IPR005238	Transaldolase type 3B, putative;Transaldolase type 3B/Fructose-6-phosphate aldolase;Transaldolase/Fructose-6-phosphate aldolase;ComB-like	GO:0004801;GO:0050532;GO:0005975;GO:0000287	ko00030;ko00680	2.2.1.2;3.1.3.71	TIGR00875	fsa_talC_mipB: fructose-6-phosphate aldolase	MF_00494	Probable transaldolase [tal].	
NODE_22_length_130913_cov_1320.32_123843_125114_+	PF07690	Major Facilitator Superfamily			IPR011701	Major facilitator superfamily	GO:0005887;GO:0055085							
NODE_22_length_130913_cov_1320.32_125128_126781_-	PF03553	Na+/H+ antiporter family			IPR018461	Na+/H+ antiporter, NhaC-like, C-terminal	GO:0016021							
NODE_22_length_130913_cov_1320.32_127019_128318_+	PF09862;PF13349	Protein of unknown function (DUF2089);Putative adhesin			IPR018658;IPR025164	Protein of unknown function DUF2089;Putative adhesin								
NODE_22_length_130913_cov_1320.32_128357_129589_+	PF01546;PF07687	Peptidase family M20/M25/M40;Peptidase dimerisation domain			IPR010161;IPR002933;IPR011650	Peptidase M20B, tripeptide aminopeptidase;Peptidase M20;Peptidase M20, dimerisation domain	GO:0006518;GO:0016787;GO:0008270;GO:0045148			TIGR01882	peptidase-T: peptidase T	MF_00550	Peptidase T [pepT].	
NODE_22_length_130913_cov_1320.32_129675_130913_-	PF00004;PF12002;PF16193	ATPase family associated with various cellular activities (AAA);MgsA AAA+ ATPase C terminal;AAA C-terminal domain			IPR003959;IPR021886;IPR032423	ATPase, AAA-type, core;MgsA AAA+ ATPase C-terminal;AAA C-terminal domain	GO:0005524							
NODE_22_length_130913_cov_1320.32_16474_17721_+	PF07690	Major Facilitator Superfamily			IPR011701	Major facilitator superfamily	GO:0005887;GO:0055085							
NODE_22_length_130913_cov_1320.32_17731_20711_+	PF01255;PF13614;PF17762;PF02195;PF03309	Putative undecaprenyl diphosphate synthase;AAA domain;HTH domain found in ParB protein;ParB-like nuclease domain;Type III pantothenate kinase			IPR001441;IPR025669;IPR041468;IPR004437;IPR004619;IPR003115	Decaprenyl diphosphate synthase-like;AAA domain;ParB/Spo0J, HTH domain;ParB/RepB/Spo0J partition protein;Type III pantothenate kinase;ParB/Sulfiredoxin	GO:0016765;GO:0004594;GO:0003677	ko00770	2.7.1.33	TIGR00055;TIGR00180;TIGR00671	uppS: di-trans,poly-cis-decaprenylcistransferase;parB_part: ParB/RepB/Spo0J family partition protein;baf: pantothenate kinase, type III	MF_01139;MF_01274	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) [uppS].;Type III pantothenate kinase [coaX].	
NODE_22_length_130913_cov_1320.32_1_2921_-	PF00152;PF01488;PF03449;PF01272;PF01336	tRNA synthetases class II (D, K and N);Shikimate / quinate 5-dehydrogenase;Transcription elongation factor, N-terminal;Transcription elongation factor, GreA/GreB, C-term;OB-fold nucleic acid binding domain			IPR028624;IPR001437;IPR004365;IPR006151;IPR022691;IPR006359;IPR002313;IPR004364	Transcription elongation factor GreA/GreB;Transcription elongation factor, GreA/GreB, C-terminal;OB-fold nucleic acid binding domain, AA-tRNA synthetase-type;Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase;Transcription elongation factor, GreA/GreB, N-terminal;Transcription elongation factor GreA;Lysine-tRNA ligase, class II;Aminoacyl-tRNA synthetase, class II (D/K/N)	GO:0003677;GO:0004824;GO:0005524;GO:0006430;GO:0006418;GO:0000166;GO:0004812;GO:0003676;GO:0032784;GO:0070063	ko00970	6.1.1.6	TIGR00499;TIGR01462	lysS_bact: lysine--tRNA ligase;greA: transcription elongation factor GreA	MF_00105;MF_00252	Transcription elongation factor GreA [greA].;Lysine--tRNA ligase [lysS].	
NODE_22_length_130913_cov_1320.32_20721_24654_+	PF00483;PF02915;PF08245	Nucleotidyl transferase;Rubrerythrin;Mur ligase middle domain			IPR005835;IPR003251;IPR013221	Nucleotidyl transferase domain;Rubrerythrin;Mur ligase, central	GO:0009058;GO:0046872;GO:0055114;GO:0005524;GO:0016779;GO:0016491							
NODE_22_length_130913_cov_1320.32_24674_27117_-	PF02421;PF07670;PF04023;PF07664	Ferrous iron transport protein B;Nucleoside recognition;FeoA domain;Ferrous iron transport protein B C terminus			IPR030389;IPR011642;IPR005225;IPR003373;IPR007167;IPR011640	FeoB-type guanine nucleotide-binding (G) domain;Nucleoside transporter/FeoB GTPase, Gate domain;Small GTP-binding protein domain;Ferrous iron transport protein B;Ferrous iron transporter FeoA domain;Ferrous iron transport protein B, C-terminal	GO:0005525;GO:0015093;GO:0016021;GO:0046914;GO:0006826			TIGR00231;TIGR00437	small_GTP: small GTP-binding protein domain;feoB: ferrous iron transport protein B			
NODE_22_length_130913_cov_1320.32_27172_28837_+	PF01464;PF01520	Transglycosylase SLT domain;N-acetylmuramoyl-L-alanine amidase			IPR008258;IPR002508	Transglycosylase SLT domain 1;N-acetylmuramoyl-L-alanine amidase, catalytic domain	GO:0008745;GO:0009253							
NODE_22_length_130913_cov_1320.32_28856_30252_-	PF04263;PF09515	Thiamin pyrophosphokinase, catalytic domain;Thiamine transporter protein (Thia_YuaJ)			IPR007371;IPR012651;IPR006282	Thiamin pyrophosphokinase, catalytic domain;Thiamine transporter ThiT;Thiamin pyrophosphokinase	GO:0004788;GO:0005886;GO:0015234;GO:0015888;GO:0006772;GO:0005524;GO:0009229	ko00730	2.7.6.2	TIGR01378	thi_PPkinase: thiamine pyrophosphokinase			
NODE_22_length_130913_cov_1320.32_30391_35212_-	PF02527;PF07733;PF14579;PF17657;PF02673;PF02811	rRNA small subunit methyltransferase G;Bacterial DNA polymerase III alpha NTPase domain;Helix-hairpin-helix motif;Bacterial DNA polymerase III alpha subunit finger domain;Bacitracin resistance protein BacA;PHP domain			IPR003682;IPR011708;IPR029460;IPR040982;IPR004805;IPR003824;IPR004013	rRNA small subunit methyltransferase G;Bacterial DNA polymerase III, alpha subunit, NTPase domain;DNA polymerase, helix-hairpin-helix motif;DNA polymerase III alpha subunit finger domain;DNA polymerase III, alpha subunit;Undecaprenyl-diphosphatase UppP;PHP domain	GO:0005737;GO:0016020;GO:0016311;GO:0050380;GO:0003824;GO:0006260;GO:0008408;GO:0006364;GO:0008649	ko00550	3.6.1.27	TIGR00138;TIGR00594	rsmG_gidB: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG;polc: DNA polymerase III, alpha subunit	MF_00074;MF_01006	Ribosomal RNA small subunit methyltransferase G [rsmG].;Undecaprenyl-diphosphatase [uppP].	
NODE_22_length_130913_cov_1320.32_35237_36734_+	PF00072;PF00486;PF02518	Response regulator receiver domain;Transcriptional regulatory protein, C terminal;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase			IPR001789;IPR001867;IPR003594	Signal transduction response regulator, receiver domain;OmpR/PhoB-type DNA-binding domain;Histidine kinase/HSP90-like ATPase	GO:0000160;GO:0003677;GO:0006355							
NODE_22_length_130913_cov_1320.32_36764_40119_+	PF00005;PF00528;PF12849	ABC transporter;Binding-protein-dependent transport system inner membrane component;PBP superfamily domain			IPR003439;IPR005670;IPR005672;IPR011862;IPR011864;IPR000515;IPR024370	ABC transporter-like;Phosphate transport system permease protein 1;Phosphate transport system permease protein PstA;Phosphate binding protein;Phosphate ABC transporter, permease protein PstC;ABC transporter type 1, transmembrane domain MetI-like;PBP domain	GO:0005524;GO:0055085;GO:0005315;GO:0035435;GO:0005887;GO:0042301;GO:0006817;GO:0016021;GO:0016887;GO:0016020			TIGR00972;TIGR02138;TIGR00974;TIGR02136	3a0107s01c2: phosphate ABC transporter, ATP-binding protein;phosphate_pstC: phosphate ABC transporter, permease protein PstC;3a0107s02c: phosphate ABC transporter, permease protein PstA;ptsS_2: phosphate binding protein			
NODE_22_length_130913_cov_1320.32_40133_40801_+	PF01895	PhoU domain			IPR026022;IPR028366	PhoU domain;Phosphate transport system protein PhoU	GO:0030643;GO:0045936			TIGR02135	phoU_full: phosphate transport system regulatory protein PhoU			
NODE_22_length_130913_cov_1320.32_4015_7226_+	PF07314;PF07969	Protein of unknown function (DUF1461);Amidohydrolase family			IPR010178;IPR013108	Integral membrane protein 1906;Amidohydrolase 3								
NODE_22_length_130913_cov_1320.32_40824_41666_-	PF01565;PF02873	FAD binding domain;UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain			IPR003170;IPR006094;IPR011601	UDP-N-acetylenolpyruvoylglucosamine reductase;FAD linked oxidase, N-terminal;UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal	GO:0008762;GO:0050660;GO:0055114;GO:0016491	ko00520;ko00550	1.3.1.98	TIGR00179	murB: UDP-N-acetylenolpyruvoylglucosamine reductase	MF_00037	UDP-N-acetylenolpyruvoylglucosamine reductase [murB].	
NODE_22_length_130913_cov_1320.32_41716_43552_+	PF01522	Polysaccharide deacetylase			IPR002509	NodB homology domain	GO:0005975;GO:0016810							CE4
NODE_22_length_130913_cov_1320.32_43724_45457_+	PF00535;PF02660	Glycosyl transferase family 2;Glycerol-3-phosphate acyltransferase			IPR001173;IPR003811	Glycosyltransferase 2-like;Glycerol-3-phosphate acyltransferase, PlsY	GO:0005886;GO:0008654;GO:0043772	ko00561;ko00564	2.3.1.275					GT2_Glycos_transf_2
NODE_22_length_130913_cov_1320.32_45518_45721_-	PF00313	'Cold-shock' DNA-binding domain			IPR002059	Cold-shock protein, DNA-binding	GO:0003676							
NODE_22_length_130913_cov_1320.32_45845_46048_-	PF00313	'Cold-shock' DNA-binding domain			IPR002059	Cold-shock protein, DNA-binding	GO:0003676							
NODE_22_length_130913_cov_1320.32_46144_46489_+	PF01325;PF02742	Iron dependent repressor, N-terminal DNA binding domain;Iron dependent repressor, metal binding and dimerisation domain			IPR022687;IPR001367	DTXR-type HTH domain;Iron dependent repressor, metal binding and dimerisation domain	GO:0003677;GO:0046914;GO:0046983							
NODE_22_length_130913_cov_1320.32_46496_47749_-	PF07690	Major Facilitator Superfamily			IPR011701	Major facilitator superfamily	GO:0005887;GO:0055085							
NODE_22_length_130913_cov_1320.32_47817_48287_+	PF01316;PF02863	Arginine repressor, DNA binding domain;Arginine repressor, C-terminal domain			IPR001669;IPR020900;IPR020899	Arginine repressor;Arginine repressor, DNA-binding domain;Arginine repressor, C-terminal	GO:0003700;GO:0034618;GO:0051259;GO:0006355;GO:0006525			TIGR01529	argR_whole: arginine repressor	MF_00173	Arginine repressor [argR].	
NODE_22_length_130913_cov_1320.32_48328_50316_+	PF00009;PF14492;PF00679;PF03764	Elongation factor Tu GTP binding domain;Elongation Factor G, domain II;Elongation factor G C-terminus;Elongation factor G, domain IV			IPR000795;IPR041095;IPR005225;IPR000640;IPR005517	Transcription factor, GTP-binding domain;Elongation Factor G, domain II;Small GTP-binding protein domain;Elongation factor EFG, domain V-like;Translation elongation factor EFG/EF2, domain IV	GO:0003924;GO:0005525			TIGR00231	small_GTP: small GTP-binding protein domain			
NODE_22_length_130913_cov_1320.32_50413_51114_+	PF13192	Thioredoxin domain			IPR012336;IPR011903	Thioredoxin-like fold;Glutaredoxin-like domain				TIGR02187	GlrX_arch: glutaredoxin-like domain protein			
NODE_22_length_130913_cov_1320.32_51193_52343_-	PF01592;PF01883;PF12724	NifU-like N terminal domain;Iron-sulfur cluster assembly protein;Flavodoxin domain			IPR002871;IPR002744;IPR026816	NIF system FeS cluster assembly, NifU, N-terminal;MIP18 family-like;Flavodoxin domain	GO:0005506;GO:0016226;GO:0051536							
NODE_22_length_130913_cov_1320.32_52351_53568_-	PF00266	Aminotransferase class-V			IPR000192	Aminotransferase class V domain								
NODE_22_length_130913_cov_1320.32_53575_56409_-	PF00037;PF02583;PF02775;PF01558;PF01855	4Fe-4S binding domain;Metal-sensitive transcriptional repressor;Thiamine pyrophosphate enzyme, C-terminal TPP binding domain;Pyruvate ferredoxin/flavodoxin oxidoreductase;Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg			IPR017896;IPR003735;IPR011766;IPR017721;IPR019752;IPR002880	4Fe-4S ferredoxin-type, iron-sulphur binding domain;Metal-sensitive transcriptional repressor;Thiamine pyrophosphate enzyme, C-terminal TPP-binding;Indolepyruvate ferredoxin oxidoreductase, alpha subunit;Pyruvate/ketoisovalerate oxidoreductase, catalytic domain;Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal	GO:0016903;GO:0003677;GO:0006355;GO:0046872;GO:0003824;GO:0030976;GO:0043805;GO:0055114;GO:0016491			TIGR03336	IOR_alpha: indolepyruvate ferredoxin oxidoreductase, alpha subunit			
